election_num,state,Ypos,Xpos,MOE_original, MOE_instance,Trump,Clinton,Trump_New, Clinton_New,Trump_EVotes,Clinton_EVotes,Flip_Ind,MOE_Rare_Ind,Surprise_Ind
231,New Jersey,4,9,3.8,1.88,40,51,40,52.88,0,14,0,0,0
231,New Mexico,6,3,1.8,1.02,44,46,44,47.02,0,5,0,0,0
231,New York,3,9,4.5,3.65,34,51,37.65,51,0,29,0,0,0
231,North Carolina,6,7,3.5,0.62,44,44,44.62,44,15,0,1,0,0
231,North Dakota,3,4,4.9,4.88,43,32,43,36.88,3,0,0,0,0
231,Ohio,4,7,3.2,2.52,46,39,48.52,39,18,0,0,0,0
231,Oklahoma,7,4,4.3,1.04,60,30,60,31.04,7,0,0,0,0
231,Oregon,4,1,4.4,1.72,34,41,34,42.72,0,7,0,0,0
231,Pennsylvania,4,8,2.8,1.15,40,46,41.15,46,0,20,0,0,0
231,Rhode Island,4,11,3.4,4.4,32,52,32,56.4,0,4,0,1,0
231,South Carolina,6,8,4.4,2.78,47,36,49.78,36,9,0,0,0,0
231,South Dakota,4,4,4.0,1.2,49,35,50.2,35,3,0,0,0,0
231,Tennessee,6,6,4.4,3.89,44,34,44,37.89,11,0,0,0,0
231,Texas,8,4,3.6,0.31,49,35,49.31,35,38,0,0,0,0
231,Utah,5,2,2.7,1.72,40,30,41.72,30,6,0,0,0,0
231,Vermont,2,10,3.0,2.14,26,52,28.14,52,0,3,0,0,0
231,Virginia,5,8,3.6,3.08,42,48,45.08,48,0,13,0,0,0
231,Washington,3,1,4.9,3.38,39,55,42.38,55,0,12,0,0,0
231,West Virginia,5,7,5.0,1.59,60,28,61.59,28,5,0,0,0,0
231,Wisconsin,2,6,1.9,1.71,41,49,42.71,49,0,10,0,0,0
231,Wyoming,4,3,3.6,0.8,58,20,58.8,20,3,0,0,0,0
231,totals,,,,,,,1,0,282,256,,,1
232,Alabama,7,7,2.0,0.62,48,32,48,32.62,9,0,0,0,0
232,Alaska,1,1,4.9,3.02,43,47,46.02,47,0,3,0,0,0
232,Arizona,6,2,4.9,2.81,47,45,49.81,45,11,0,0,0,0
232,Arkansas,6,5,4.1,1.47,59,36,60.47,36,6,0,0,0,0
232,California,5,1,4.9,0.1,35,58,35,58.1,0,55,0,0,0
232,Colorado,5,3,3.7,2.7,43,48,43,50.7,0,9,0,0,0
232,Connecticut,4,10,3.0,2.18,35,50,35,52.18,0,7,0,0,0
232,Delaware,5,10,4.1,2.84,30,51,32.84,51,0,3,0,0,0
232,District of Columbia,6,9,4.9,4.44,4,91,8.44,91,0,3,0,0,0
232,Florida,8,9,3.3,1.9,50,46,51.9,46,29,0,0,0,0
232,Georgia,7,8,2.8,0.83,52,45,52,45.83,16,0,0,0,0
232,Hawaii,1,2,5.0,4.02,30,62,30,66.02,0,4,0,0,0
232,Idaho,3,2,4.0,2.51,48,29,50.51,29,4,0,0,0,0
232,Illinois,3,6,4.3,0.59,41,53,41.59,53,0,20,0,0,0
232,Indiana,4,6,4.0,3.92,48,37,51.92,37,11,0,0,0,0
232,Iowa,4,5,3.5,1.83,46,39,46,40.83,6,0,0,0,0
232,Kansas,6,4,5.5,2.94,58,34,58,36.94,6,0,0,0,0
232,Kentucky,5,6,4.0,9.9,54,37,54,46.9,8,0,0,1,0
232,Louisiana,7,5,4.4,0.5,50,35,50,35.5,8,0,0,0,0
232,Maine,1,11,3.5,3.32,42,46,42,49.32,0,4,0,0,0
232,Maryland,5,9,4.0,1.41,27,63,27,64.41,0,10,0,0,0
232,Massachusetts,3,10,5.0,3.28,26,56,29.28,56,0,11,0,0,0
232,Michigan,3,7,2.8,2.28,49,47,49,49.28,0,16,1,0,0
232,Minnesota,3,5,3.9,2.56,39,49,39,51.56,0,10,0,0,0
232,Missouri,7,6,3.5,2.21,47,41,49.21,41,10,0,0,0,0
232,Mississippi,5,5,2.9,0.26,54,39,54.26,39,6,0,0,0,0
232,Montana,3,3,3.2,1.85,46,36,47.85,36,3,0,0,0,0
232,Nebraska,5,4,3.6,2.58,56,29,58.58,29,5,0,0,0,0
232,Nevada,4,2,4.9,3.58,46,46,49.58,46,6,0,1,0,0
232,New Hampshire,2,11,3.7,3.42,38,49,38,52.42,0,4,0,0,0
232,New Jersey,4,9,3.8,1.22,40,51,41.22,51,0,14,0,0,0
232,New Mexico,6,3,1.8,1.41,44,46,45.41,46,0,5,0,0,0
232,New York,3,9,4.5,2.92,34,51,36.92,51,0,29,0,0,0
232,North Carolina,6,7,3.5,0.08,44,44,44,44.08,0,15,1,0,0
232,North Dakota,3,4,4.9,3.04,43,32,43,35.04,3,0,0,0,0
232,Ohio,4,7,3.2,2.69,46,39,46,41.69,18,0,0,0,0
232,Oklahoma,7,4,4.3,2.8,60,30,60,32.8,7,0,0,0,0
232,Oregon,4,1,4.4,0.07,34,41,34,41.07,0,7,0,0,0
232,Pennsylvania,4,8,2.8,1.28,40,46,40,47.28,0,20,0,0,0
232,Rhode Island,4,11,3.4,1.92,32,52,33.92,52,0,4,0,0,0
232,South Carolina,6,8,4.4,2.29,47,36,49.29,36,9,0,0,0,0
232,South Dakota,4,4,4.0,2.54,49,35,51.54,35,3,0,0,0,0
232,Tennessee,6,6,4.4,4.04,44,34,44,38.04,11,0,0,0,0
232,Texas,8,4,3.6,1.26,49,35,50.26,35,38,0,0,0,0
232,Utah,5,2,2.7,2.62,40,30,42.62,30,6,0,0,0,0
232,Vermont,2,10,3.0,0.78,26,52,26,52.78,0,3,0,0,0
232,Virginia,5,8,3.6,0.66,42,48,42.66,48,0,13,0,0,0
232,Washington,3,1,4.9,6.6,39,55,45.6,55,0,12,0,1,0
232,West Virginia,5,7,5.0,4.04,60,28,60,32.04,5,0,0,0,0
232,Wisconsin,2,6,1.9,0.69,41,49,41,49.69,0,10,0,0,0
232,Wyoming,4,3,3.6,3.39,58,20,58,23.39,3,0,0,0,0
232,totals,,,,,,,0,1,247,291,,,0
233,Alabama,7,7,2.0,1.32,48,32,48,33.32,9,0,0,0,0
233,Alaska,1,1,4.9,0.11,43,47,43,47.11,0,3,0,0,0
233,Arizona,6,2,4.9,4.13,47,45,47,49.13,0,11,1,0,0
233,Arkansas,6,5,4.1,1.37,59,36,60.37,36,6,0,0,0,0
233,California,5,1,4.9,3.96,35,58,35,61.96,0,55,0,0,0
233,Colorado,5,3,3.7,3.32,43,48,43,51.32,0,9,0,0,0
233,Connecticut,4,10,3.0,0.94,35,50,35,50.94,0,7,0,0,0
233,Delaware,5,10,4.1,2.99,30,51,32.99,51,0,3,0,0,0
233,District of Columbia,6,9,4.9,2.38,4,91,6.38,91,0,3,0,0,0
233,Florida,8,9,3.3,2.59,50,46,50,48.59,29,0,0,0,0
233,Georgia,7,8,2.8,1.19,52,45,52,46.19,16,0,0,0,0
233,Hawaii,1,2,5.0,2.37,30,62,32.37,62,0,4,0,0,0
233,Idaho,3,2,4.0,3.14,48,29,51.14,29,4,0,0,0,0
233,Illinois,3,6,4.3,3.48,41,53,44.48,53,0,20,0,0,0
233,Indiana,4,6,4.0,3.15,48,37,48,40.15,11,0,0,0,0
233,Iowa,4,5,3.5,0.57,46,39,46,39.57,6,0,0,0,0
233,Kansas,6,4,5.5,4.74,58,34,58,38.74,6,0,0,0,0
233,Kentucky,5,6,4.0,0.79,54,37,54.79,37,8,0,0,0,0
233,Louisiana,7,5,4.4,1.61,50,35,50,36.61,8,0,0,0,0
233,Maine,1,11,3.5,6.67,42,46,42,52.67,0,4,0,1,0
233,Maryland,5,9,4.0,1.55,27,63,28.55,63,0,10,0,0,0
233,Massachusetts,3,10,5.0,3.65,26,56,29.65,56,0,11,0,0,0
233,Michigan,3,7,2.8,8.77,49,47,57.77,47,16,0,0,1,0
233,Minnesota,3,5,3.9,0.92,39,49,39.92,49,0,10,0,0,0
233,Missouri,7,6,3.5,1.03,47,41,47,42.03,10,0,0,0,0
233,Mississippi,5,5,2.9,2.01,54,39,54,41.01,6,0,0,0,0
233,Montana,3,3,3.2,2.63,46,36,48.63,36,3,0,0,0,0
233,Nebraska,5,4,3.6,3.14,56,29,56,32.14,5,0,0,0,0
233,Nevada,4,2,4.9,1.08,46,46,46,47.08,0,6,1,0,0
233,New Hampshire,2,11,3.7,0.14,38,49,38.14,49,0,4,0,0,0
233,New Jersey,4,9,3.8,3.38,40,51,43.38,51,0,14,0,0,0
233,New Mexico,6,3,1.8,0.14,44,46,44,46.14,0,5,0,0,0
233,New York,3,9,4.5,4.0,34,51,34,55.0,0,29,0,0,0
233,North Carolina,6,7,3.5,0.04,44,44,44.04,44,15,0,1,0,0
233,North Dakota,3,4,4.9,1.52,43,32,43,33.52,3,0,0,0,0
233,Ohio,4,7,3.2,1.86,46,39,47.86,39,18,0,0,0,0
233,Oklahoma,7,4,4.3,1.89,60,30,61.89,30,7,0,0,0,0
233,Oregon,4,1,4.4,2.38,34,41,36.38,41,0,7,0,0,0
233,Pennsylvania,4,8,2.8,2.42,40,46,42.42,46,0,20,0,0,0
233,Rhode Island,4,11,3.4,3.3,32,52,35.3,52,0,4,0,0,0
233,South Carolina,6,8,4.4,0.16,47,36,47.16,36,9,0,0,0,0
233,South Dakota,4,4,4.0,3.09,49,35,49,38.09,3,0,0,0,0
233,Tennessee,6,6,4.4,2.02,44,34,44,36.02,11,0,0,0,0
233,Texas,8,4,3.6,2.38,49,35,49,37.38,38,0,0,0,0
233,Utah,5,2,2.7,4.3,40,30,44.3,30,6,0,0,1,0
233,Vermont,2,10,3.0,0.39,26,52,26.39,52,0,3,0,0,0
233,Virginia,5,8,3.6,1.88,42,48,42,49.88,0,13,0,0,0
233,Washington,3,1,4.9,1.35,39,55,39,56.35,0,12,0,0,0
233,West Virginia,5,7,5.0,0.18,60,28,60,28.18,5,0,0,0,0
233,Wisconsin,2,6,1.9,1.32,41,49,42.32,49,0,10,0,0,0
233,Wyoming,4,3,3.6,1.06,58,20,58,21.06,3,0,0,0,0
233,totals,,,,,,,0,1,261,277,,,0
234,Alabama,7,7,2.0,0.13,48,32,48,32.13,9,0,0,0,0
234,Alaska,1,1,4.9,3.74,43,47,46.74,47,0,3,0,0,0
234,Arizona,6,2,4.9,0.63,47,45,47,45.63,11,0,0,0,0
234,Arkansas,6,5,4.1,1.61,59,36,59,37.61,6,0,0,0,0
234,California,5,1,4.9,1.27,35,58,35,59.27,0,55,0,0,0
234,Colorado,5,3,3.7,0.22,43,48,43,48.22,0,9,0,0,0
234,Connecticut,4,10,3.0,2.24,35,50,35,52.24,0,7,0,0,0
234,Delaware,5,10,4.1,1.66,30,51,31.66,51,0,3,0,0,0
234,District of Columbia,6,9,4.9,2.97,4,91,4,93.97,0,3,0,0,0
234,Florida,8,9,3.3,0.77,50,46,50,46.77,29,0,0,0,0
234,Georgia,7,8,2.8,0.02,52,45,52,45.02,16,0,0,0,0
234,Hawaii,1,2,5.0,3.42,30,62,30,65.42,0,4,0,0,0
234,Idaho,3,2,4.0,1.8,48,29,48,30.8,4,0,0,0,0
234,Illinois,3,6,4.3,0.01,41,53,41,53.01,0,20,0,0,0
234,Indiana,4,6,4.0,1.19,48,37,49.19,37,11,0,0,0,0
234,Iowa,4,5,3.5,0.54,46,39,46,39.54,6,0,0,0,0
234,Kansas,6,4,5.5,1.76,58,34,59.76,34,6,0,0,0,0
234,Kentucky,5,6,4.0,1.62,54,37,54,38.62,8,0,0,0,0
234,Louisiana,7,5,4.4,9.39,50,35,50,44.39,8,0,0,1,0
234,Maine,1,11,3.5,3.24,42,46,45.24,46,0,4,0,0,0
234,Maryland,5,9,4.0,1.17,27,63,27,64.17,0,10,0,0,0
234,Massachusetts,3,10,5.0,2.5,26,56,26,58.5,0,11,0,0,0
234,Michigan,3,7,2.8,0.41,49,47,49.41,47,16,0,0,0,0
234,Minnesota,3,5,3.9,1.84,39,49,40.84,49,0,10,0,0,0
234,Missouri,7,6,3.5,0.15,47,41,47,41.15,10,0,0,0,0
234,Mississippi,5,5,2.9,1.51,54,39,54,40.51,6,0,0,0,0
234,Montana,3,3,3.2,4.06,46,36,50.06,36,3,0,0,1,0
234,Nebraska,5,4,3.6,0.37,56,29,56.37,29,5,0,0,0,0
234,Nevada,4,2,4.9,4.28,46,46,50.28,46,6,0,1,0,0
234,New Hampshire,2,11,3.7,0.3,38,49,38.3,49,0,4,0,0,0
234,New Jersey,4,9,3.8,0.75,40,51,40.75,51,0,14,0,0,0
234,New Mexico,6,3,1.8,0.83,44,46,44,46.83,0,5,0,0,0
234,New York,3,9,4.5,3.68,34,51,37.68,51,0,29,0,0,0
234,North Carolina,6,7,3.5,1.83,44,44,45.83,44,15,0,1,0,0
234,North Dakota,3,4,4.9,0.32,43,32,43.32,32,3,0,0,0,0
234,Ohio,4,7,3.2,1.43,46,39,46,40.43,18,0,0,0,0
234,Oklahoma,7,4,4.3,2.63,60,30,62.63,30,7,0,0,0,0
234,Oregon,4,1,4.4,3.36,34,41,37.36,41,0,7,0,0,0
234,Pennsylvania,4,8,2.8,1.75,40,46,41.75,46,0,20,0,0,0
234,Rhode Island,4,11,3.4,0.12,32,52,32.12,52,0,4,0,0,0
234,South Carolina,6,8,4.4,0.04,47,36,47,36.04,9,0,0,0,0
234,South Dakota,4,4,4.0,1.74,49,35,49,36.74,3,0,0,0,0
234,Tennessee,6,6,4.4,0.63,44,34,44.63,34,11,0,0,0,0
234,Texas,8,4,3.6,0.61,49,35,49.61,35,38,0,0,0,0
234,Utah,5,2,2.7,2.25,40,30,42.25,30,6,0,0,0,0
234,Vermont,2,10,3.0,7.85,26,52,26,59.85,0,3,0,1,0
234,Virginia,5,8,3.6,1.94,42,48,43.94,48,0,13,0,0,0
234,Washington,3,1,4.9,0.63,39,55,39,55.63,0,12,0,0,0
234,West Virginia,5,7,5.0,1.5,60,28,60,29.5,5,0,0,0,0
234,Wisconsin,2,6,1.9,0.14,41,49,41.14,49,0,10,0,0,0
234,Wyoming,4,3,3.6,0.21,58,20,58,20.21,3,0,0,0,0
234,totals,,,,,,,1,0,278,260,,,0
235,Alabama,7,7,2.0,0.14,48,32,48,32.14,9,0,0,0,0
235,Alaska,1,1,4.9,3.36,43,47,46.36,47,0,3,0,0,0
235,Arizona,6,2,4.9,4.4,47,45,47,49.4,0,11,1,0,0
235,Arkansas,6,5,4.1,1.92,59,36,59,37.92,6,0,0,0,0
235,California,5,1,4.9,0.45,35,58,35.45,58,0,55,0,0,0
235,Colorado,5,3,3.7,3.63,43,48,46.63,48,0,9,0,0,0
235,Connecticut,4,10,3.0,1.48,35,50,35,51.48,0,7,0,0,0
235,Delaware,5,10,4.1,3.48,30,51,33.48,51,0,3,0,0,0
235,District of Columbia,6,9,4.9,8.33,4,91,12.33,91,0,3,0,1,0
235,Florida,8,9,3.3,2.28,50,46,50,48.28,29,0,0,0,0
235,Georgia,7,8,2.8,2.31,52,45,52,47.31,16,0,0,0,0
235,Hawaii,1,2,5.0,1.43,30,62,31.43,62,0,4,0,0,0
235,Idaho,3,2,4.0,0.89,48,29,48.89,29,4,0,0,0,0
235,Illinois,3,6,4.3,4.24,41,53,41,57.24,0,20,0,0,0
235,Indiana,4,6,4.0,0.93,48,37,48,37.93,11,0,0,0,0
235,Iowa,4,5,3.5,2.42,46,39,48.42,39,6,0,0,0,0
235,Kansas,6,4,5.5,0.15,58,34,58,34.15,6,0,0,0,0
235,Kentucky,5,6,4.0,0.54,54,37,54.54,37,8,0,0,0,0
235,Louisiana,7,5,4.4,3.9,50,35,53.9,35,8,0,0,0,0
235,Maine,1,11,3.5,0.04,42,46,42,46.04,0,4,0,0,0
235,Maryland,5,9,4.0,3.31,27,63,30.31,63,0,10,0,0,0
235,Massachusetts,3,10,5.0,1.27,26,56,26,57.27,0,11,0,0,0
235,Michigan,3,7,2.8,2.8,49,47,51.8,47,16,0,0,0,0
235,Minnesota,3,5,3.9,0.28,39,49,39.28,49,0,10,0,0,0
235,Missouri,7,6,3.5,1.66,47,41,48.66,41,10,0,0,0,0
235,Mississippi,5,5,2.9,0.43,54,39,54,39.43,6,0,0,0,0
235,Montana,3,3,3.2,1.06,46,36,46,37.06,3,0,0,0,0
235,Nebraska,5,4,3.6,5.85,56,29,56,34.85,5,0,0,1,0
235,Nevada,4,2,4.9,1.52,46,46,47.52,46,6,0,1,0,0
235,New Hampshire,2,11,3.7,0.96,38,49,38.96,49,0,4,0,0,0
235,New Jersey,4,9,3.8,2.85,40,51,40,53.85,0,14,0,0,0
235,New Mexico,6,3,1.8,0.16,44,46,44,46.16,0,5,0,0,0
235,New York,3,9,4.5,0.39,34,51,34,51.39,0,29,0,0,0
235,North Carolina,6,7,3.5,2.14,44,44,46.14,44,15,0,1,0,0
235,North Dakota,3,4,4.9,1.56,43,32,43,33.56,3,0,0,0,0
235,Ohio,4,7,3.2,8.83,46,39,54.83,39,18,0,0,1,0
235,Oklahoma,7,4,4.3,3.32,60,30,63.32,30,7,0,0,0,0
235,Oregon,4,1,4.4,1.56,34,41,34,42.56,0,7,0,0,0
235,Pennsylvania,4,8,2.8,0.98,40,46,40.98,46,0,20,0,0,0
235,Rhode Island,4,11,3.4,0.92,32,52,32,52.92,0,4,0,0,0
235,South Carolina,6,8,4.4,3.69,47,36,50.69,36,9,0,0,0,0
235,South Dakota,4,4,4.0,2.92,49,35,51.92,35,3,0,0,0,0
235,Tennessee,6,6,4.4,2.91,44,34,46.91,34,11,0,0,0,0
235,Texas,8,4,3.6,3.06,49,35,49,38.06,38,0,0,0,0
235,Utah,5,2,2.7,1.14,40,30,40,31.14,6,0,0,0,0
235,Vermont,2,10,3.0,1.18,26,52,26,53.18,0,3,0,0,0
235,Virginia,5,8,3.6,2.72,42,48,44.72,48,0,13,0,0,0
235,Washington,3,1,4.9,0.7,39,55,39.7,55,0,12,0,0,0
235,West Virginia,5,7,5.0,2.65,60,28,62.65,28,5,0,0,0,0
235,Wisconsin,2,6,1.9,0.52,41,49,41,49.52,0,10,0,0,0
235,Wyoming,4,3,3.6,2.3,58,20,58,22.3,3,0,0,0,0
235,totals,,,,,,,0,1,267,271,,,0
236,Alabama,7,7,2.0,1.62,48,32,49.62,32,9,0,0,0,0
236,Alaska,1,1,4.9,0.31,43,47,43,47.31,0,3,0,0,0
236,Arizona,6,2,4.9,3.66,47,45,47,48.66,0,11,1,0,0
236,Arkansas,6,5,4.1,6.38,59,36,59,42.38,6,0,0,1,0
236,California,5,1,4.9,2.44,35,58,37.44,58,0,55,0,0,0
236,Colorado,5,3,3.7,2.82,43,48,43,50.82,0,9,0,0,0
236,Connecticut,4,10,3.0,1.31,35,50,36.31,50,0,7,0,0,0
236,Delaware,5,10,4.1,3.16,30,51,33.16,51,0,3,0,0,0
236,District of Columbia,6,9,4.9,1.66,4,91,4,92.66,0,3,0,0,0
236,Florida,8,9,3.3,2.95,50,46,52.95,46,29,0,0,0,0
236,Georgia,7,8,2.8,1.75,52,45,53.75,45,16,0,0,0,0
236,Hawaii,1,2,5.0,3.78,30,62,33.78,62,0,4,0,0,0
236,Idaho,3,2,4.0,5.57,48,29,48,34.57,4,0,0,1,0
236,Illinois,3,6,4.3,3.92,41,53,41,56.92,0,20,0,0,0
236,Indiana,4,6,4.0,0.6,48,37,48.6,37,11,0,0,0,0
236,Iowa,4,5,3.5,1.15,46,39,46,40.15,6,0,0,0,0
236,Kansas,6,4,5.5,4.08,58,34,62.08,34,6,0,0,0,0
236,Kentucky,5,6,4.0,4.0,54,37,58.0,37,8,0,0,0,0
236,Louisiana,7,5,4.4,3.79,50,35,53.79,35,8,0,0,0,0
236,Maine,1,11,3.5,1.61,42,46,43.61,46,0,4,0,0,0
236,Maryland,5,9,4.0,2.02,27,63,27,65.02,0,10,0,0,0
236,Massachusetts,3,10,5.0,4.63,26,56,26,60.63,0,11,0,0,0
236,Michigan,3,7,2.8,0.51,49,47,49.51,47,16,0,0,0,0
236,Minnesota,3,5,3.9,2.99,39,49,39,51.99,0,10,0,0,0
236,Missouri,7,6,3.5,0.95,47,41,47.95,41,10,0,0,0,0
236,Mississippi,5,5,2.9,2.78,54,39,54,41.78,6,0,0,0,0
236,Montana,3,3,3.2,0.42,46,36,46.42,36,3,0,0,0,0
236,Nebraska,5,4,3.6,2.19,56,29,56,31.19,5,0,0,0,0
236,Nevada,4,2,4.9,3.04,46,46,46,49.04,0,6,1,0,0
236,New Hampshire,2,11,3.7,3.11,38,49,41.11,49,0,4,0,0,0
236,New Jersey,4,9,3.8,2.42,40,51,42.42,51,0,14,0,0,0
236,New Mexico,6,3,1.8,0.9,44,46,44,46.9,0,5,0,0,0
236,New York,3,9,4.5,3.57,34,51,34,54.57,0,29,0,0,0
236,North Carolina,6,7,3.5,0.82,44,44,44.82,44,15,0,1,0,0
236,North Dakota,3,4,4.9,4.36,43,32,43,36.36,3,0,0,0,0
236,Ohio,4,7,3.2,1.19,46,39,46,40.19,18,0,0,0,0
236,Oklahoma,7,4,4.3,2.55,60,30,62.55,30,7,0,0,0,0
236,Oregon,4,1,4.4,0.81,34,41,34.81,41,0,7,0,0,0
236,Pennsylvania,4,8,2.8,2.4,40,46,42.4,46,0,20,0,0,0
236,Rhode Island,4,11,3.4,0.5,32,52,32,52.5,0,4,0,0,0
236,South Carolina,6,8,4.4,3.48,47,36,50.48,36,9,0,0,0,0
236,South Dakota,4,4,4.0,1.0,49,35,49,36.0,3,0,0,0,0
236,Tennessee,6,6,4.4,0.86,44,34,44,34.86,11,0,0,0,0
236,Texas,8,4,3.6,2.04,49,35,51.04,35,38,0,0,0,0
236,Utah,5,2,2.7,2.41,40,30,40,32.41,6,0,0,0,0
236,Vermont,2,10,3.0,1.3,26,52,26,53.3,0,3,0,0,0
236,Virginia,5,8,3.6,4.14,42,48,46.14,48,0,13,0,1,0
236,Washington,3,1,4.9,0.87,39,55,39.87,55,0,12,0,0,0
236,West Virginia,5,7,5.0,0.99,60,28,60,28.99,5,0,0,0,0
236,Wisconsin,2,6,1.9,1.31,41,49,41,50.31,0,10,0,0,0
236,Wyoming,4,3,3.6,2.06,58,20,58,22.06,3,0,0,0,0
236,totals,,,,,,,0,1,261,277,,,0
237,Alabama,7,7,2.0,1.41,48,32,48,33.41,9,0,0,0,0
237,Alaska,1,1,4.9,0.64,43,47,43.64,47,0,3,0,0,0
237,Arizona,6,2,4.9,0.73,47,45,47.73,45,11,0,0,0,0
237,Arkansas,6,5,4.1,2.85,59,36,61.85,36,6,0,0,0,0
237,California,5,1,4.9,4.19,35,58,35,62.19,0,55,0,0,0
237,Colorado,5,3,3.7,0.29,43,48,43,48.29,0,9,0,0,0
237,Connecticut,4,10,3.0,5.4,35,50,40.4,50,0,7,0,1,0
237,Delaware,5,10,4.1,0.41,30,51,30.41,51,0,3,0,0,0
237,District of Columbia,6,9,4.9,0.39,4,91,4.39,91,0,3,0,0,0
237,Florida,8,9,3.3,3.3,50,46,50,49.3,29,0,0,0,0
237,Georgia,7,8,2.8,0.74,52,45,52.74,45,16,0,0,0,0
237,Hawaii,1,2,5.0,3.45,30,62,30,65.45,0,4,0,0,0
237,Idaho,3,2,4.0,1.54,48,29,48,30.54,4,0,0,0,0
237,Illinois,3,6,4.3,4.14,41,53,41,57.14,0,20,0,0,0
237,Indiana,4,6,4.0,3.21,48,37,48,40.21,11,0,0,0,0
237,Iowa,4,5,3.5,0.19,46,39,46,39.19,6,0,0,0,0
237,Kansas,6,4,5.5,0.2,58,34,58.2,34,6,0,0,0,0
237,Kentucky,5,6,4.0,1.44,54,37,54,38.44,8,0,0,0,0
237,Louisiana,7,5,4.4,1.35,50,35,50,36.35,8,0,0,0,0
237,Maine,1,11,3.5,1.23,42,46,42,47.23,0,4,0,0,0
237,Maryland,5,9,4.0,1.4,27,63,28.4,63,0,10,0,0,0
237,Massachusetts,3,10,5.0,0.5,26,56,26,56.5,0,11,0,0,0
237,Michigan,3,7,2.8,2.08,49,47,49,49.08,0,16,1,0,0
237,Minnesota,3,5,3.9,2.36,39,49,41.36,49,0,10,0,0,0
237,Missouri,7,6,3.5,3.49,47,41,50.49,41,10,0,0,0,0
237,Mississippi,5,5,2.9,0.67,54,39,54,39.67,6,0,0,0,0
237,Montana,3,3,3.2,2.43,46,36,48.43,36,3,0,0,0,0
237,Nebraska,5,4,3.6,1.23,56,29,56,30.23,5,0,0,0,0
237,Nevada,4,2,4.9,2.5,46,46,48.5,46,6,0,1,0,0
237,New Hampshire,2,11,3.7,2.45,38,49,40.45,49,0,4,0,0,0
237,New Jersey,4,9,3.8,1.47,40,51,40,52.47,0,14,0,0,0
237,New Mexico,6,3,1.8,0.84,44,46,44.84,46,0,5,0,0,0
237,New York,3,9,4.5,3.0,34,51,37.0,51,0,29,0,0,0
237,North Carolina,6,7,3.5,2.64,44,44,46.64,44,15,0,1,0,0
237,North Dakota,3,4,4.9,0.77,43,32,43,32.77,3,0,0,0,0
237,Ohio,4,7,3.2,2.71,46,39,46,41.71,18,0,0,0,0
237,Oklahoma,7,4,4.3,0.15,60,30,60.15,30,7,0,0,0,0
237,Oregon,4,1,4.4,2.82,34,41,34,43.82,0,7,0,0,0
237,Pennsylvania,4,8,2.8,1.08,40,46,41.08,46,0,20,0,0,0
237,Rhode Island,4,11,3.4,1.15,32,52,33.15,52,0,4,0,0,0
237,South Carolina,6,8,4.4,3.74,47,36,47,39.74,9,0,0,0,0
237,South Dakota,4,4,4.0,1.71,49,35,49,36.71,3,0,0,0,0
237,Tennessee,6,6,4.4,3.38,44,34,47.38,34,11,0,0,0,0
237,Texas,8,4,3.6,1.47,49,35,49,36.47,38,0,0,0,0
237,Utah,5,2,2.7,0.87,40,30,40,30.87,6,0,0,0,0
237,Vermont,2,10,3.0,0.02,26,52,26,52.02,0,3,0,0,0
237,Virginia,5,8,3.6,3.5,42,48,45.5,48,0,13,0,0,0
237,Washington,3,1,4.9,3.28,39,55,39,58.28,0,12,0,0,0
237,West Virginia,5,7,5.0,3.92,60,28,60,31.92,5,0,0,0,0
237,Wisconsin,2,6,1.9,0.78,41,49,41,49.78,0,10,0,0,0
237,Wyoming,4,3,3.6,0.61,58,20,58.61,20,3,0,0,0,0
237,totals,,,,,,,0,1,262,276,,,0
238,Alabama,7,7,2.0,1.52,48,32,48,33.52,9,0,0,0,0
238,Alaska,1,1,4.9,3.55,43,47,46.55,47,0,3,0,0,0
238,Arizona,6,2,4.9,4.65,47,45,47,49.65,0,11,1,0,0
238,Arkansas,6,5,4.1,0.97,59,36,59.97,36,6,0,0,0,0
238,California,5,1,4.9,3.11,35,58,35,61.11,0,55,0,0,0
238,Colorado,5,3,3.7,7.78,43,48,43,55.78,0,9,0,1,0
238,Connecticut,4,10,3.0,1.57,35,50,36.57,50,0,7,0,0,0
238,Delaware,5,10,4.1,0.01,30,51,30,51.01,0,3,0,0,0
238,District of Columbia,6,9,4.9,2.88,4,91,4,93.88,0,3,0,0,0
238,Florida,8,9,3.3,2.82,50,46,50,48.82,29,0,0,0,0
238,Georgia,7,8,2.8,2.65,52,45,54.65,45,16,0,0,0,0
238,Hawaii,1,2,5.0,1.13,30,62,31.13,62,0,4,0,0,0
238,Idaho,3,2,4.0,1.92,48,29,48,30.92,4,0,0,0,0
238,Illinois,3,6,4.3,3.35,41,53,44.35,53,0,20,0,0,0
238,Indiana,4,6,4.0,2.19,48,37,48,39.19,11,0,0,0,0
238,Iowa,4,5,3.5,2.38,46,39,48.38,39,6,0,0,0,0
238,Kansas,6,4,5.5,1.46,58,34,58,35.46,6,0,0,0,0
238,Kentucky,5,6,4.0,3.74,54,37,57.74,37,8,0,0,0,0
238,Louisiana,7,5,4.4,3.79,50,35,50,38.79,8,0,0,0,0
238,Maine,1,11,3.5,1.44,42,46,42,47.44,0,4,0,0,0
238,Maryland,5,9,4.0,2.27,27,63,29.27,63,0,10,0,0,0
